locus_tag,growthrate,mass_g_per_gDCW,MolWeight,conc_mmol_gDCW
H16_A3088,0.25,3.2123152506929897e-4,41.349,7.768785824791385e-6
H16_A3089,0.25,0.002716248281594339,69.907,3.8855168746968676e-5
H16_A2060,0.25,4.760869945033219e-5,76.256,6.243272588430051e-7
H16_A2110,0.25,2.934367751104225e-7,17.437,1.682839795322719e-8
H16_A0491,0.25,7.4921371805168015e-6,16.242,4.612816882475558e-7
H16_A1443,0.25,3.563486789716138e-7,34.78,1.0245792954905516e-8
H16_A2049,0.25,8.316668420000539e-4,41.485,2.0047410919610797e-5
H16_A2732,0.25,2.5320525354540575e-4,68.683,3.68657824418569e-6
H16_A2549,0.25,0.0012462243379287613,20.984,5.9389265055697744e-5
H16_A2054,0.25,0.0022976985603753706,30.94,7.426304332176376e-5
H16_A3491,0.25,0.026762917280727275,43.046,6.217283204183263e-4
H16_A3452,0.25,1.820135675581631e-4,25.752,7.067939094367937e-6
H16_A1188,0.25,0.0027956482678116153,45.846,6.0979109798272816e-5
H16_A0485,0.25,7.275115062655075e-5,13.138,5.537460087269809e-6
H16_A0999,0.25,1.9865813059552763e-4,37.505,5.296843903360289e-6
H16_B1390,0.25,4.637225881890467e-4,39.607,1.1708096755347456e-5
PHG422,0.25,4.372530942451608e-4,39.777,1.0992611163364778e-5
H16_A2569,0.25,2.820517621338789e-4,34.609,8.149665177667048e-6
H16_A2044,0.25,1.2966776342016262e-4,17.027,7.615420415819735e-6
H16_A0643,0.25,2.179384161522229e-5,30.661,7.108000918176932e-7
H16_B1455,0.25,2.9845286025322692e-5,30.207,9.880254916185883e-7
H16_A1199,0.25,1.9536762019324819e-4,38.628,5.0576685356023656e-6
H16_A2592,0.25,6.977303105762663e-4,40.324,1.730310263307872e-5
H16_A2344,0.25,1.1422121538751162e-4,10.297,1.1092669261679287e-5
H16_B0919,0.25,3.312658471977598e-6,22.489,1.473012793800346e-7
H16_B0235,0.25,4.962129709984367e-6,11.827,4.1955945801846344e-7
H16_A1370,0.25,2.57584669530387e-4,29.863,8.625545642781603e-6
H16_A0377,0.25,2.6519573927500254e-6,31.923,8.307356428750511e-8
H16_B1386,0.25,0.0010739188583545692,35.94,2.9880880866849448e-5
PHG418,0.25,0.0010861343299459717,35.898,3.025612373797904e-5
H16_A0111,0.25,2.3701584516599685e-4,53.541,4.4268102046281705e-6
H16_A0108,0.25,5.395441167982321e-4,52.613,1.0254958219417865e-5
H16_A0112,0.25,1.444919287018613e-5,11.031,1.3098715320629255e-6
H16_A2731,0.25,3.5781161077719036e-4,29.944,1.1949359163010632e-5
H16_A3627,0.25,1.9101669902732535e-4,41.722,4.57832076667766e-6
H16_A3619,0.25,2.0888892154858493e-4,40.103,5.208810352058074e-6
H16_A2445,0.25,3.1681316909653716e-4,47.65,6.648754860368042e-6
H16_A0262,0.25,2.0233476484056632e-4,48.358,4.184101179547672e-6
H16_A2834,0.25,0.0014494792896033262,45.112,3.213068118468093e-5
H16_A0336,0.25,2.728595317122043e-4,34.688,7.866107348714376e-6
H16_B1387,0.25,6.236371582613983e-4,23.77,2.623631292643661e-5
PHG419,0.25,3.82959220099694e-4,23.603,1.622502309450892e-5
H16_A0332,0.25,3.571583822168154e-4,27.865,1.2817454951258403e-5
H16_A0734,0.25,3.527558960137003e-4,45.452,7.761064331903995e-6
H16_A2028,0.25,7.070706584491201e-4,59.685,1.184670618160543e-5
H16_A2251,0.25,1.1941217628573514e-5,74.286,1.607465421287122e-7
H16_A3339,0.25,7.217081110267273e-5,47.474,1.5202176160145076e-6
H16_A1134,0.25,6.316921288986944e-6,41.324,1.5286325837254245e-7
H16_A3615,0.25,7.218256570096149e-5,54.499,1.3244750491011118e-6
H16_A2359,0.25,1.5192104329568543e-5,8.798,1.7267679392553472e-6
H16_B1671,0.25,1.5725149657439861e-4,48.708,3.228453161172674e-6
H16_A3417,0.25,2.684738827609013e-4,23.949,1.1210233527951116e-5
H16_A3408,0.25,7.931052420802265e-5,13.235,5.9924838842480275e-6
H16_A3409,0.25,5.954801778508614e-5,15.507,3.840073372353527e-6
H16_A3411,0.25,4.4224718026418053e-4,26.331,1.6795684944141147e-5
H16_A3410,0.25,1.5784207988951292e-4,27.08,5.8287326399376995e-6
H16_A3414,0.25,1.3299148171770688e-4,21.501,6.185362621166778e-6
H16_A2355,0.25,3.040519292741666e-4,41.648,7.300516934166504e-6
H16_A0804,0.25,2.718708496509761e-4,37.428,7.263835888932781e-6
PHG200,0.25,4.3543277796511244e-4,44.782,9.72338836954831e-6
H16_A1807,0.25,2.632407930218441e-5,37.818,6.960727511286798e-7
H16_B0552,0.25,1.7838799995576979e-6,37.957,4.69973917737887e-8
H16_B0595,0.25,7.387674974347582e-5,36.732,2.0112367892702775e-6
PHG019,0.25,1.416215349746838e-4,53.587,2.64283380250217e-6
PHG088,0.25,0.003719266592266367,66.784,5.5690982754347854e-5
PHG091,0.25,0.0019505399042876312,54.863,3.5552920990241713e-5
PHG006,0.25,2.053701244070051e-4,11.641,1.764196584546045e-5
PHG005,0.25,3.0313144787970376e-5,22.254,1.3621436500391111e-6
PHG007,0.25,1.2847858106857093e-4,17.719,7.250893451581406e-6
PHG008,0.25,1.076866138746882e-4,30.994,3.474434209030399e-6
PHG089,0.25,8.666150233582049e-4,26.173,3.311103134368261e-5
PHG011,0.25,2.040478836425365e-4,41.539,4.912200188799357e-6
PHG090,0.25,5.9849932361985e-4,22.881,2.6157043993700014e-5
H16_A0386,0.25,3.1408281830402044e-4,13.645,2.3018161839796297e-5
H16_A0383,0.25,1.1434234319736131e-4,35.691,3.2036744052383323e-6
H16_A1163,0.25,0.00020910227457681391,66.712,3.134402724799345e-6
H16_A0200,0.25,6.7242320919722e-4,49.449,1.3598317644385529e-5
H16_A0199,0.25,6.445488304060578e-6,19.037,3.3857689258079414e-7
H16_A2654,0.25,8.546763659250511e-4,71.101,1.2020595574254245e-5
H16_A3015,0.25,1.2188470582647171e-5,44.135,2.7616337561226174e-7
PHG012,0.25,4.73852211322031e-5,12.858,3.6852715144037254e-6
PHG013,0.25,7.850827349757573e-4,38.483,2.040076748111523e-5
PHG015,0.25,5.43306150122375e-5,9.79,5.5496031677464244e-06
PHG016,0.25,5.124123120469851e-4,41.907,1.2227368030328708e-5
PHG017,0.25,4.387286421394628e-4,36.596,1.198843158103243e-5
PHG014,0.25,1.5141152186997915e-4,40.677,3.7222883169845156e-6
PHG096,0.25,1.5236054687096961e-5,86.438,1.7626570127833778e-7
H16_A2433,0.25,5.2360883409233e-4,8.394,6.23789413977043e-5
H16_A3463,0.25,3.787771391480435e-5,8.225,4.605193181131228e-6
H16_B1924,0.25,3.125976808029669e-5,8.472,3.68977432486977e-6
H16_A2306,0.25,0.0015776476160348663,103.71,1.5212106990983186e-5
H16_A1037,0.25,0.0019952374476723367,36.479,5.469550831087301e-5
H16_A0374,0.25,9.367933191777379e-5,31.508,2.973191948640783e-6
H16_A1457,0.25,3.2533063727303526e-5,17.836,1.8240111979874144e-6
H16_A0603,0.25,7.759570156079927e-4,24.202,3.206168976150701e-5
H16_A2777,0.25,3.169631203473951e-4,81.975,3.866582742877647e-6
H16_A0797,0.25,1.1261899601000838e-4,23.969,4.698527097918494e-6
H16_A1186,0.25,3.7774422163261277e-4,30.987,1.2190409579262684e-5
H16_A0604,0.25,6.760787973330063e-5,28.385,2.381817147553307e-6
H16_A2744,0.25,1.0025412212195847e-4,37.543,2.6703812194539186e-6
PHG421,0.25,6.033909300028865e-4,33.161,1.8195800187053663e-5
H16_B1389,0.25,5.918789234751385e-4,33.316,1.776560581928018e-5
H16_A1569,0.25,5.289980918404667e-5,22.879,2.3121556529589e-6
H16_B2355,0.25,5.969140585224435e-6,37.947,1.5730204193281248e-7
H16_A1419,0.25,3.987209166094106e-5,69.085,5.771454246354644e-7
PHG116,0.25,1.082410784856409e-6,68.83,1.5725857690780312e-8
H16_A2814,0.25,1.0858774418451894e-6,23.229,4.674662886242152e-8
H16_A0666,0.25,4.139841076265821e-5,36.756,1.1263034814087008e-6
H16_A2558,0.25,1.0086629459926411e-4,65.911,1.5303408323233467e-6
H16_A1041,0.25,4.172002624448473e-4,55.788,7.478315452155434e-6
H16_A2281,0.25,4.2190646217440535e-5,23.635,1.7850918644992823e-6
H16_A1403,0.25,NaN,27.503,0
H16_A2985,0.25,1.1829969870460022e-5,30.34,3.8991331148516885e-7
H16_A0123,0.25,8.098122955292641e-5,37.024,2.187263114545333e-6
H16_A0122,0.25,1.100403403620233e-5,28.367,3.879167355096531e-7
H16_A0755,0.25,2.1368257715427696e-4,22.977,9.299846679474124e-6
H16_A0375,0.25,7.219696992929851e-6,21.427,3.3694390222288943e-7
H16_A0511,0.25,8.610124369891712e-5,90.866,9.475628254673599e-7
H16_A2043,0.25,2.974334106492073e-4,28.288,1.051447294433001e-5
H16_A3266,0.25,8.01797641018157e-5,33.363,2.403254026970467e-6
H16_A2045,0.25,5.780942571017543e-5,37.925,1.5243091815471438e-6
H16_A0606,0.25,3.60794470553212e-5,40.172,8.981242421418202e-7
H16_A1562,0.25,9.069090528483454e-5,30.439,2.979431166754313e-6
PHG002,0.25,7.942202529701899e-4,68.795,1.1544738032853986e-5
PHG001,0.25,2.911793264511898e-4,39.472,7.376857682691269e-6
H16_A2634,0.25,0.003642721550207057,35.102,1.0377532762255874e-4
H16_B1581,0.25,0.0052500905517164935,88.039,5.963369133811712e-5
H16_A0230,0.25,9.98195153237472e-4,42.088,2.3716858801498575e-5
H16_A0811,0.25,1.1370030048325106e-4,37.097,3.064945965529586e-6
H16_A0211,0.25,3.369099892863053e-5,43.007,7.833840753512343e-7
H16_A3070,0.25,1.5138179137364864e-5,35.207,4.299764006409198e-7
H16_A0528,0.25,6.004335563969389e-4,50.301,1.1936811522572888e-5
H16_A0086,0.25,1.6014225364460998e-4,28.822,5.556250560148844e-6
H16_A0084,0.25,1.072870947850204e-4,9.452,1.1350729452498984e-5
H16_A2509,0.25,1.048605075573766e-4,13.197,7.945783705188801e-6
H16_A3126,0.25,2.6101913894556246e-5,39.395,6.62569206613942e-7
H16_A1481,0.25,2.166216423581756e-5,69.737,3.1062655743461237e-7
H16_A0103,0.25,1.8981900024373337e-4,51.016,3.7207738796403754e-6
H16_A3648,0.25,1.4701835959402785e-4,71.5,2.056200833482907e-6
H16_A0554,0.25,8.920234964231342e-5,16.635,5.362329404407179e-6
H16_A2582,0.25,7.217695072284723e-5,21.196,3.4052156408212505e-6
H16_A3399,0.25,3.654371100549032e-5,15.246,2.3969376233431933e-6
H16_A3418,0.25,4.57673539354043e-4,44.346,1.0320514575250146e-5
H16_A3272,0.25,3.9400379395290345e-4,50.425,7.813659771004531e-6
H16_A3273,0.25,0.0010109021930098066,37.814,2.6733542947315982e-5
H16_A1210,0.25,3.6844284402894826e-4,97.586,3.7755707174077048e-6
PHG211,0.25,1.303505949332613e-4,93.346,1.3964240024560376e-6
PHG212,0.25,6.147646936944984e-6,18.924,3.2485980431964614e-7
H16_A2368,0.25,0.001391666586974274,15.336,9.074508261438929e-5
H16_B2325,0.25,2.3613674643694322e-6,56.494,4.179855319802868e-8
PHG252,0.25,6.708315024179427e-5,70.085,9.571684417749059e-7
H16_A2835,0.25,5.9679320637720526e-5,17.972,3.3206833205942867e-6
H16_A1051,0.25,2.741549089512234e-4,17.635,1.5546067987027127e-5
H16_A1052,0.25,1.848993410047113e-4,22.874,8.083384672759958e-6
H16_A1053,0.25,2.1974779870898706e-4,47.828,4.594542918562078e-6
H16_A1057,0.25,9.981578985385736e-7,39.477,2.5284542861376842e-8
H16_A1058,0.25,1.1504426067299766e-4,18.497,6.219617271611487e-6
H16_A2856,0.25,1.3211783124905294e-4,18.797,7.028665810983292e-6
H16_A3250,0.25,2.3319999976641632e-4,39.779,5.8623896972376454e-06
H16_A2325,0.25,8.535380188654181e-4,105.996,8.052549330780578e-6
H16_A2324,0.25,7.463122309608256e-4,43.25,1.7255774126261866e-5
H16_A1374,0.25,0.0010463761654628282,100.365,1.0425707821081337e-5
H16_A1375,0.25,4.4245807043624e-4,56.582,7.819767248175038e-6
H16_A1560,0.25,1.4836863593898597e-6,23.584,6.291071740967858e-8
H16_A1558,0.25,5.5695581878777964e-5,28.312,1.9672076108638727e-6
H16_A1561,0.25,7.917310217210514e-5,44.532,1.7778923509410116e-6
H16_A3084,0.25,2.055624681613369e-4,28.678,7.167949932398944e-6
H16_A2959,0.25,2.80673397232963e-4,31.973,8.77845048112354e-6
H16_A3129,0.25,2.4764735584549563e-4,13.507,1.83347416780555e-5
H16_A0129,0.25,9.352148348768118e-6,22.781,4.105240484951546e-7
H16_B0319,0.25,1.9034053377527913e-5,35.491,5.363064827006259e-7
H16_A2802,0.25,3.528123812698821e-4,24.081,1.4651068529956484e-5
H16_A2552,0.25,2.7692494104814106e-4,27.808,9.958463069913014e-6
H16_B1385,0.25,7.149490060130449e-4,42.284,1.6908263315037483e-5
PHG417,0.25,7.555697955203001e-4,42.299,1.7862592390370935e-5
H16_A1439,0.25,0.001971744796056932,26.37,7.477227137113887e-5
H16_A1437,0.25,8.383566655508774e-5,64.317,1.3034760103096809e-6
H16_B0293,0.25,2.433664048575125e-6,29.873,8.146701196984315e-8
H16_B1953,0.25,3.838334103171189e-5,40.913,9.381698001053918e-7
H16_A1622,0.25,4.883030718498046e-6,27.645,1.7663341358285574e-7
H16_A2375,0.25,4.076607776112882e-5,32.108,1.2696548449336247e-6
H16_A2570,0.25,5.9790434126046955e-5,38.257,1.562862590533679e-6
H16_A0588,0.25,NaN,21.263,0
H16_A2589,0.25,6.729869288645082e-5,45.18,1.4895682356452152e-6
H16_A1045,0.25,0.002387720466754368,77.729,3.0718528049432874e-5
H16_A3062,0.25,7.110354886779903e-5,11.486,6.1904534971094405e-6
H16_B1052,0.25,1.303137052792134e-6,32.588,3.9988248827547993e-8
H16_A3173,0.25,9.285885379410837e-5,32.38,2.867784243178146e-6
H16_A3136,0.25,3.6322157162658087e-4,45.546,7.974829219395355e-6
H16_A3249,0.25,2.2831833738595178e-4,39.463,5.785630524439394e-6
H16_A1038,0.25,3.622686984255731e-5,23.978,1.510837844797619e-6
H16_A2039,0.25,3.614642950387537e-4,30.305,1.1927546445759897e-5
H16_A0326,0.25,9.977929896167808e-5,64.3,1.5517775888285862e-6
H16_A0370,0.25,5.6235596342975685e-5,21.548,2.6097826407543943e-6
H16_A0325,0.25,1.8178145325969782e-5,9.476,1.9183353024451017e-6
H16_A3077,0.25,9.132116091374927e-4,37.258,2.4510483899766297e-5
H16_A0569,0.25,3.653645157012471e-4,33.396,1.0940367579987036e-5
H16_A0501,0.25,8.238372470892003e-4,55.987,1.4714795346941261e-5
H16_A1892,0.25,5.30114666825691e-4,42.8,1.2385856701534836e-5
H16_A0126,0.25,5.9432060250401845e-5,26.65,2.2300960694334654e-6
H16_A2913,0.25,2.740960231013642e-4,35.368,7.74983100829462e-6
H16_A0479,0.25,3.5242086371948975e-4,37.534,9.389376664344054e-6
H16_A1401,0.25,1.1887506385104669e-4,36.644,3.244052610278536e-6
H16_A0224,0.25,4.063127202667379e-4,23.826,1.7053333344528576e-5
H16_A3157,0.25,2.178773998754159e-4,29.642,7.3502934982597635e-6
H16_A1185,0.25,5.984550918369453e-4,60.794,9.843982824570604e-6
H16_A2053,0.25,4.6291556837702843e-4,25.272,1.8317330182693433e-5
H16_B2579,0.25,2.905343320000104e-4,10.681,2.7201042224511786e-5
H16_B2578,0.25,6.851588167930504e-6,48.066,1.4254542021242676e-7
H16_B2577,0.25,NaN,18.725,0
H16_B2574,0.25,2.943173372595915e-6,13.578,2.1676044871084953e-7
H16_B2570,0.25,3.646328129997475e-6,77.942,4.678258358776366e-8
H16_B2569,0.25,1.5017892571424116e-7,44.973,3.339313048145357e-9
H16_B2567,0.25,1.808601667496164e-4,65.837,2.7470900367516195e-6
H16_B2566,0.25,3.795244515462631e-4,54.347,6.983356055463285e-6
H16_B2565,0.25,6.89406764309072e-5,24.014,2.870853520067761e-6
H16_B2564,0.25,5.227599425980289e-5,34.74,1.5047781882499391e-6
H16_B2563,0.25,1.409972520959381e-5,25.624,5.502546522632614e-7
H16_B2562,0.25,8.396625259361551e-6,47.223,1.7780795924362177e-7
H16_B2561,0.25,4.4172738019710316e-5,32.432,1.362010915753278e-6
H16_B2559,0.25,1.2157727691940928e-5,16.554,7.344283974834437e-7
H16_B2557,0.25,1.71303662744638e-5,60.819,2.8166142610802215e-07
H16_B2555,0.25,1.6676612488586128e-4,41.575,4.0112116629190926e-6
H16_B2553,0.25,5.763630808037484e-5,13.494,4.271254489430475e-6
H16_B2552,0.25,1.1308230271685392e-4,101.644,1.1125329848968353e-6
H16_B2551,0.25,8.233937773156665e-6,53.507,1.5388524441954634e-7
H16_B2550,0.25,5.844492997878804e-6,17.365,3.365674055789694e-7
H16_B2546,0.25,1.9383950389605143e-5,32.497,5.964843028465749e-7
H16_B2545,0.25,6.315025381826337e-5,30.945,2.0407256040802508e-6
H16_B2544,0.25,3.66516492698903e-5,81.924,4.473859829828902e-7
H16_B2542,0.25,1.7050530557745626e-6,11.606,1.4691134376827179e-7
H16_B2540,0.25,3.227152685015068e-6,30.978,1.0417563060930557e-7
H16_B2538,0.25,1.780011823147687e-5,20.079,8.86504219905218e-7
H16_B2537,0.25,6.14602316269793e-6,7.767,7.91299493072992e-7
H16_B2536,0.25,4.4474782057449305e-5,15.635,2.8445655297377234e-6
H16_B2535,0.25,1.0483853269135259e-5,33.539,3.125869366747744e-7
H16_B2534,0.25,1.435299655305447e-4,27.462,5.226493537635449e-6
H16_B2533,0.25,1.950607099997798e-5,33.597,5.805896657433098e-7
H16_B2532,0.25,1.3583863642863387e-6,41.59,3.266136966305215e-8
H16_B2531,0.25,9.812929955036645e-4,49.397,1.9865437081273447e-5
H16_B2529,0.25,2.2185558960384395e-5,20.723,1.070576603792134e-6
H16_B2527,0.25,1.5854078247760866e-6,37.048,4.2793344439000397e-8
H16_B2526,0.25,1.6700881861377077e-6,38.973,4.2852441078123513e-8
H16_B2524,0.25,9.197944538428236e-7,25.407,3.6202403032346344e-8
H16_B2523,0.25,1.676943192691859e-5,33.858,4.952871382514795e-7
H16_B2522,0.25,2.0020594908940498e-5,60.253,3.3227548684614043e-7
H16_B2521,0.25,8.589972175434882e-8,31.852,2.696839186058923e-9
H16_B2520,0.25,1.335068823054013e-6,34.707,3.8466845969228484e-8
H16_B2519,0.25,4.839877213901835e-6,42.427,1.140754051406377e-7
H16_B2518,0.25,5.4961750517992465e-5,39.841,1.3795273843024137e-6
H16_B2516,0.25,4.484143373073442e-6,32.251,1.390388940830809e-7
H16_B2515,0.25,1.0905958204934834e-4,35.656,3.0586600305516134e-6
H16_B2514,0.25,7.842515807043453e-5,24.878,3.1523899859488112e-6
H16_B2513,0.25,NaN,45.141,0
H16_B2512,0.25,2.729670052310886e-6,33.021,8.26646695227548e-8
H16_B2511,0.25,1.0191791444926956e-5,43.247,2.3566470379279385e-7
H16_B2510,0.25,8.73932291074366e-6,25.857,3.3798673128141936e-7
H16_B2509,0.25,5.634245705426176e-5,45.198,1.2465696945497979e-6
H16_B2508,0.25,1.4013537203934844e-4,37.416,3.745332799854299e-6
H16_B2507,0.25,1.1474677083944994e-5,120.703,9.506538432304909e-8
H16_B2505,0.25,1.4691074765361718e-5,55.297,2.6567580095415153e-7
H16_B2504,0.25,2.616792328601126e-7,23.811,1.0989846409647332e-8
H16_B2503,0.25,8.151948105989635e-5,19.085,4.271390152470335e-6
H16_B2502,0.25,1.9460439794478077e-4,30.13,6.458825023059434e-6
H16_B2501,0.25,2.703675631841807e-6,35.197,7.681551359041416e-8
H16_B2500,0.25,2.7473216523758223e-6,56.168,4.891257748853123e-8
H16_B2499,0.25,2.591973059707877e-4,89.652,2.8911491764911845e-6
H16_B2498,0.25,5.739501812078934e-5,24.047,2.3867849678042726e-6
H16_B2497,0.25,4.055544830560632e-6,35.356,1.1470598570428306e-7
H16_B2496,0.25,4.513625166169357e-5,23.656,1.9080255183333433e-6
H16_B2493,0.25,6.8230330851977375e-6,41.505,1.643906296879349e-7
H16_B2492,0.25,1.0896913872937428e-5,33.788,3.225084015904294e-7
H16_B2491,0.25,3.1850850596736876e-6,13.666,2.3306637345775556e-7
H16_B2486,0.25,7.268118556123329e-6,12.718,5.714828240386325e-7
H16_B2484,0.25,2.4454415829572696e-5,29.188,8.378243055218821e-7
H16_B2483,0.25,3.155493195629256e-5,38.52,8.191830725932648e-7
H16_B2482,0.25,6.306675104608338e-6,25.781,2.4462492163253317e-7
H16_B2481,0.25,1.1346649110577602e-6,57.062,1.9884772897160287e-8
H16_B2480,0.25,2.9815343667911435e-5,42.917,6.947210585062199e-7
H16_B2479,0.25,2.4680379493969938e-5,27.238,9.061010167402136e-7
H16_B2478,0.25,2.9466246917181202e-6,29.211,1.0087380410523845e-7
H16_B2477,0.25,1.7429114125810868e-5,33.847,5.149382257160418e-7
H16_B2476,0.25,4.10368699439029e-7,78.562,5.22350117663793e-9
H16_B2475,0.25,1.5047396915807012e-5,9.49,1.5856055759543742e-6
H16_B2473,0.25,4.8487454110790224e-4,59.721,8.118995681718361e-6
H16_B2472,0.25,NaN,51.723,0
H16_B2471,0.25,NaN,59.926,0
H16_B2470,0.25,6.178495661650075e-5,38.645,1.5987826786518504e-6
H16_B2469,0.25,3.307385438545122e-5,34.657,9.543196002380824e-7
H16_B2468,0.25,8.7251640937108e-5,19.104,4.56719226010825e-6
H16_B2467,0.25,1.130453212033078e-4,24.191,4.6730321691252034e-6
H16_B2464,0.25,1.468124815593782e-7,32.261,4.550772808015194e-9
H16_B2463,0.25,5.661260023316028e-5,74.461,7.602986829771328e-7
H16_B2461,0.25,7.2180707167613e-6,15.318,4.7121495735483097e-7
H16_B2460,0.25,9.595285922990352e-6,37.994,2.5254740019451367e-7
H16_B2459,0.25,3.680308928641617e-6,35.358,1.0408702213478185e-7
H16_B2457,0.25,2.1826000675080845e-5,28.833,7.569798728915077e-7
H16_B2456,0.25,6.406115267662237e-5,25.803,2.48270172757518e-6
H16_B2455,0.25,2.6672660439527646e-5,19.731,1.3518149328228498e-6
H16_B2454,0.25,7.477255135030775e-6,46.231,1.6173682453398747e-7
H16_B2453,0.25,1.1303344221600891e-5,48.373,2.3367052325886115e-7
H16_B2452,0.25,3.110941208924686e-5,58.286,5.337372969366032e-7
H16_B2451,0.25,4.306845957072712e-6,41.721,1.0322969145209156e-7
H16_B2450,0.25,1.3359952156912616e-5,29.144,4.5841175394292533e-7
H16_B2449,0.25,1.678530022804617e-7,29.129,5.762401808522837e-9
