locus_tag,growthrate,mass_g_per_gDCW,MolWeight,conc_mmol_gDCW
H16_A0253,0.25,4.214515649487034e-5,44.932,9.379764198092749e-7
PHG214,0.25,3.678701017017003e-5,23.653,1.555278830176723e-6
H16_B1396,0.25,1.350736270068978e-5,34.826,3.8785283123786196e-7
H16_A0705,0.25,0.0023074815361859872,10.464,2.2051620185263639e-4
H16_A0706,0.25,0.0173113009556577,57.329,3.0196411860764535e-4
H16_A1483,0.25,1.0346969923192721e-4,23.495,4.403902925385283e-6
H16_A3053,0.25,4.997778582080876e-6,12.204,4.095197133792917e-7
H16_A1484,0.25,5.687236533293959e-4,46.612,1.2201228295919418e-5
H16_A0367,0.25,6.248558924078863e-4,18.359,3.403539911802856e-5
H16_A2968,0.25,9.543419333017034e-5,35.702,2.67307695171616e-6
H16_A3283,0.25,2.1209410111440914e-5,22.697,9.34458743950342e-7
H16_A3442,0.25,4.388176254422249e-5,11.986,3.6610848109646665e-6
PHG003,0.25,5.256724964606498e-5,27.581,1.905922542549762e-6
H16_B0046,0.25,5.0601410172893635e-5,16.578,3.0523229685663913e-6
H16_A3141,0.25,4.684312895089213e-4,27.404,1.7093537056959614e-5
H16_A2066,0.25,8.887629009853014e-4,29.538,3.0088797514567722e-5
H16_A2069,0.25,2.2705002530506812e-4,41.357,5.4900023044482946e-6
H16_A0227,0.25,2.6599501805713136e-5,31.081,8.558122906506591e-7
H16_A2931,0.25,4.619240030788462e-5,21.272,2.1715118610325604e-6
H16_A0299,0.25,1.5193510733944533e-5,45.939,3.3073229138519633e-7
H16_A3633,0.25,2.8048093902790675e-4,39.663,7.071601720190272e-6
H16_A3271,0.25,8.785871512506418e-4,34.924,2.5157116918183536e-5
H16_A1557,0.25,5.185784759328964e-5,34.27,1.5132141112719474e-6
H16_B1960,0.25,3.707480067817064e-5,54.882,6.755366181657127e-7
H16_A2323,0.25,8.040028745628707e-4,50.267,1.5994646081183893e-5
H16_A0001,0.25,1.3949054765364607e-4,64.647,2.1577265403444254e-6
H16_A3088,0.25,2.0262372184894298e-4,41.349,4.900329435994654e-6
H16_A3089,0.25,0.0023833457073714637,69.907,3.409309092610846e-5
H16_A2060,0.25,3.9466592312427185e-5,76.256,5.175539277227652e-7
H16_A2110,0.25,3.5528172730076724e-6,17.437,2.0375163577494249e-7
H16_A0491,0.25,8.90549212132397e-6,16.242,5.483002168035938e-7
H16_A1443,0.25,3.46938383671905e-7,34.78,9.975226672567711e-9
H16_A2049,0.25,2.230047496137379e-4,41.485,5.375551394811086e-6
H16_A2732,0.25,3.8832203674591287e-4,68.683,5.653830449251093e-6
H16_A2549,0.25,0.0011536200289894018,20.984,5.497617370326925e-5
H16_A2054,0.25,0.0015796203914614088,30.94,5.1054311294809594e-5
H16_A3491,0.25,0.021144657547536232,43.046,4.912107407781497e-4
H16_A3452,0.25,1.5086298260259045e-4,25.752,5.858301592209943e-6
H16_A1188,0.25,0.0036389164211418656,45.846,7.937260439606215e-5
H16_A0485,0.25,4.784921379092983e-5,13.138,3.64204702320976e-6
H16_A0999,0.25,2.3942246207470823e-4,37.505,6.3837478222825825e-6
H16_B1390,0.25,0.002720609846353077,39.607,6.869012665319456e-5
PHG422,0.25,0.0025935266697992318,39.777,6.520166603311542e-5
H16_A2569,0.25,3.3685469710585973e-4,34.609,9.73315314241555e-6
H16_A2044,0.25,6.288607241180608e-5,17.027,3.6933148770661934e-6
H16_A0643,0.25,1.527845100516355e-4,30.661,4.983024364881624e-6
H16_B1455,0.25,4.0830356927440577e-4,30.207,1.351685269223709e-5
H16_A1199,0.25,2.705713675916428e-4,38.628,7.00453990865804e-6
H16_A2592,0.25,9.875056148683841e-4,40.324,2.4489277226177567e-5
H16_A2344,0.25,5.399719112728515e-5,10.297,5.243973111322245e-6
H16_B0919,0.25,4.547327845498882e-6,22.489,2.0220231426470195e-7
H16_B0235,0.25,1.4241956003115518e-6,11.827,1.2041900738239214e-7
H16_A1370,0.25,2.133739217051326e-4,29.863,7.145093316315594e-6
H16_A0377,0.25,5.768866774738618e-6,31.923,1.8071192477958268e-7
H16_B1386,0.25,0.003379956634059786,35.94,9.404442498775142e-5
PHG418,0.25,0.0034547080479003698,35.898,9.623678332777228e-5
H16_A0111,0.25,1.716950631538373e-4,53.541,3.2067959723172394e-6
H16_A0108,0.25,5.48570341088425e-4,52.613,1.0426517041195618e-5
H16_A0112,0.25,6.573055234181974e-6,11.031,5.958712024460134e-7
H16_A2731,0.25,2.193564677344773e-4,29.944,7.325556630192268e-6
H16_A3627,0.25,2.857645454449061e-4,41.722,6.849253282318827e-6
H16_A3619,0.25,2.4170614055868476e-4,40.103,6.027133644831677e-6
H16_A2445,0.25,2.4283475092034897e-4,47.65,5.0962172281290444e-06
H16_A0262,0.25,1.412044168111537e-4,48.358,2.9199804957019253e-6
H16_A2834,0.25,9.345375688949721e-4,45.112,2.071594185349734e-5
H16_A0336,0.25,5.061990145635922e-4,34.688,1.4592914395860015e-5
H16_B1387,0.25,0.0024460483563363234,23.77,1.0290485302214233e-4
PHG419,0.25,0.0011693992532297835,23.603,4.954451778289978e-5
H16_A0332,0.25,5.088569632693996e-4,27.865,1.826150953774985e-5
H16_A0734,0.25,3.9904863349607037e-4,45.452,8.779561592362722e-6
H16_A2028,0.25,3.688142586861905e-4,59.685,6.179345877292293e-6
H16_A2251,0.25,8.697460538641361e-6,74.286,1.1708074924805968e-7
H16_A3339,0.25,6.447640104332704e-5,47.474,1.3581413203717201e-6
H16_A1134,0.25,9.335560794009028e-6,41.324,2.2591135403177398e-7
H16_A3615,0.25,1.0825264813045464e-4,54.499,1.9863235679637176e-6
H16_A2359,0.25,2.030151614202283e-5,8.798,2.3075149058902965e-6
H16_B1671,0.25,3.156223009941471e-5,48.708,6.479886281394167e-7
H16_A3417,0.25,2.2478640083374988e-4,23.949,9.386045381174573e-6
H16_A3408,0.25,5.2575110926017765e-5,13.235,3.972429990632245e-6
H16_A3409,0.25,6.286674269170324e-5,15.507,4.054088004881876e-6
H16_A3411,0.25,4.375111009750293e-4,26.331,1.6615817894308205e-5
H16_A3410,0.25,1.1944372334201378e-4,27.08,4.410772649261956e-6
H16_A3414,0.25,9.329357255308237e-5,21.501,4.339034117161172e-6
H16_A2355,0.25,4.266459415423051e-4,41.648,1.0244091950209015e-5
H16_A0804,0.25,3.336953583851641e-4,37.428,8.915660959312925e-6
PHG200,0.25,0.002059012650734104,44.782,4.597857734657014e-5
H16_A1807,0.25,6.666798852747839e-6,37.818,1.7628639411782323e-7
H16_B0552,0.25,2.344404194263739e-6,37.957,6.176473889569089e-8
H16_B0595,0.25,3.535189893577491e-5,36.732,9.624278268478415e-7
PHG019,0.25,1.216442648087794e-4,53.587,2.270033120136962e-6
PHG088,0.25,0.006108417173623822,66.784,9.146527871382099e-5
PHG091,0.25,0.0031307545907489315,54.863,5.706495435446351e-5
PHG006,0.25,7.900150148620872e-5,11.641,6.786487542840711e-6
PHG005,0.25,6.060736493086745e-5,22.254,2.7234369071118653e-6
PHG007,0.25,1.642671430356696e-4,17.719,9.270677974810633e-6
PHG008,0.25,1.1296153238796388e-4,30.994,3.6446258110590394e-6
PHG089,0.25,0.001914112823938572,26.173,7.313310755123875e-5
PHG011,0.25,1.0359769849950051e-4,41.539,2.4939863381280366e-6
PHG090,0.25,5.529687411530893e-4,22.881,2.4167157954332825e-5
H16_A0386,0.25,6.328531858199014e-4,13.645,4.637985971563954e-5
H16_A0383,0.25,5.949193845212487e-5,35.691,1.6668610700771868e-6
H16_A1163,0.25,1.8117401258506435e-4,66.712,2.715763469616626e-6
H16_A0200,0.25,6.519637662919074e-4,49.449,1.3184569279295991e-5
H16_A0199,0.25,1.5867759573425376e-5,19.037,8.335220661567146e-7
H16_A2654,0.25,6.918061548061895e-4,71.101,9.729907523187993e-6
H16_A3015,0.25,1.0143868582227094e-5,44.135,2.2983728519830277e-7
PHG012,0.25,2.2965360098857422e-4,12.858,1.786075602648734e-5
PHG013,0.25,0.0011376668249261854,38.483,2.9562841382589336e-5
PHG015,0.25,5.090085249539192e-5,9.79,5.1992699178132714e-6
PHG016,0.25,4.590402056042011e-4,41.907,1.0953783511208179e-5
PHG017,0.25,5.638476178435189e-4,36.596,1.5407356482771857e-5
PHG014,0.25,3.4043501478658693e-4,40.677,8.369226215959558e-6
PHG096,0.25,1.132873898832695e-5,86.438,1.3106202119816458e-7
H16_A2433,0.25,4.409424528379021e-4,8.394,5.253067105526592e-5
H16_A3463,0.25,3.369475217991425e-5,8.225,4.096626404852796e-6
H16_B1924,0.25,4.668077426298091e-5,8.472,5.510006404978861e-6
H16_A2306,0.25,0.0010396878811442661,103.71,1.0024953053170053e-5
H16_A1037,0.25,0.0019025626091384725,36.479,5.215500998213965e-5
H16_A0374,0.25,8.764922194460594e-5,31.508,2.781808491323027e-6
H16_A1457,0.25,1.0890320931770026e-5,17.836,6.105808999646797e-7
H16_A0603,0.25,7.184692540140062e-4,24.202,2.9686358731262133e-5
H16_A2777,0.25,2.1513340065499e-4,81.975,2.624378172064532e-6
H16_A0797,0.25,1.4614726802728785e-4,23.969,6.097345238737029e-6
H16_A1186,0.25,4.7036619742396737e-4,30.987,1.517946872636807e-5
H16_A0604,0.25,5.6293293620606423e-5,28.385,1.983205693873751e-6
H16_A2744,0.25,1.4604461664634985e-4,37.543,3.890062505562951e-6
PHG421,0.25,0.00401519979477671,33.161,1.2108198771981273e-4
H16_B1389,0.25,0.003927117373050172,33.316,1.1787481609587503e-4
H16_A1569,0.25,6.207221735866524e-5,22.879,2.713065140900618e-6
H16_B2355,0.25,2.9134460211769904e-6,37.947,7.677671544989038e-8
H16_A1419,0.25,5.186677087592167e-5,69.085,7.507674730537985e-7
PHG116,0.25,6.238537712461655e-7,68.83,9.06368983359241e-9
H16_A2814,0.25,4.6395175289980376e-7,23.229,1.997295419087364e-8
H16_A0666,0.25,6.791418557924861e-5,36.756,1.8477033839168738e-6
H16_A2558,0.25,1.157553462024376e-4,65.911,1.7562371410301408e-6
H16_A1041,0.25,4.8623217510850844e-4,55.788,8.715712610391274e-6
H16_A2281,0.25,3.1532083356666996e-5,23.635,1.334126649319526e-6
H16_A1403,0.25,9.558223620164606e-7,27.503,3.4753385522177965e-8
H16_A2985,0.25,2.709335017132059e-5,30.34,8.929911065036449e-7
H16_A0123,0.25,8.663421168170886e-5,37.024,2.339947376882802e-6
H16_A0122,0.25,2.9529797298008788e-5,28.367,1.0409911974480485e-6
H16_A0755,0.25,1.567824977502767e-4,22.977,6.823453790759313e-6
H16_A0375,0.25,9.911962794610563e-6,21.427,4.6259218717555246e-7
H16_A0511,0.25,2.9637797204051824e-5,90.866,3.2617037400184695e-7
H16_A2043,0.25,3.065285961976912e-4,28.288,1.0835993926671776e-5
H16_A3266,0.25,8.109057199858798e-5,33.363,2.4305539669270743e-6
H16_A2045,0.25,7.537144318863254e-5,37.925,1.9873814947562965e-6
H16_A0606,0.25,3.758103446917877e-5,40.172,9.355031979781632e-7
H16_A1562,0.25,4.7606644511537535e-5,30.439,1.5640015937296737e-6
PHG002,0.25,0.0011202333990334142,68.795,1.6283645599729838e-5
PHG001,0.25,3.6106873100928526e-4,39.472,9.147464810733818e-6
H16_A2634,0.25,0.0037436537335267775,35.102,1.06650724560617e-4
H16_B1581,0.25,0.013483458194243922,88.039,1.5315324111182455e-4
H16_A0230,0.25,0.0012558869022882466,42.088,2.983954814408493e-5
H16_A0811,0.25,1.496398180602751e-4,37.097,4.033744455354209e-6
H16_A0211,0.25,3.131071506190759e-5,43.007,7.280376464740063e-7
H16_A3070,0.25,2.2376815829097628e-5,35.207,6.355786016728955e-7
H16_A0528,0.25,4.887072009370289e-4,50.301,9.715655770999163e-6
H16_A0086,0.25,1.889070731281792e-4,28.822,6.554266641044313e-6
H16_A0084,0.25,1.577979049355658e-4,9.452,1.6694657737575728e-5
H16_A2509,0.25,4.158666010669197e-5,13.197,3.151220740069104e-6
H16_A3126,0.25,1.2589798907626508e-5,39.395,3.1957859900054597e-7
H16_A1481,0.25,2.4501229750190682e-5,69.737,3.513375933893153e-7
H16_A0103,0.25,2.0662772405075742e-4,51.016,4.050253333282841e-6
H16_A3648,0.25,1.1636490255339007e-4,71.5,1.6274811545928681e-6
H16_A0554,0.25,7.63550843644812e-5,16.635,4.590026111480685e-6
H16_A2582,0.25,1.9761257648428168e-4,21.196,9.32310702416879e-6
H16_A3399,0.25,7.453648232596337e-5,15.246,4.888920525118941e-6
H16_A3418,0.25,3.7081995838680507e-4,44.346,8.361970829089547e-6
H16_A3272,0.25,4.086803995342166e-4,50.425,8.104717888630968e-6
H16_A3273,0.25,0.00114405527134325,37.814,3.0254806985329504e-5
H16_A1210,0.25,1.4272502128381576e-4,97.586,1.4625563224623999e-6
PHG211,0.25,3.82366126784777e-4,93.346,4.096224013720748e-6
PHG212,0.25,3.4630944990494447e-6,18.924,1.8300013205714673e-7
H16_A2368,0.25,0.0012513516339530094,15.336,8.159569861456764e-5
H16_B2325,0.25,1.2871744077095415e-6,56.494,2.278426749229195e-8
PHG252,0.25,3.3538714093320714e-4,70.085,4.785433986348108e-6
H16_A2835,0.25,4.976201376647317e-5,17.972,2.76886344126826e-6
H16_A1051,0.25,1.7267455640607065e-4,17.635,9.791582444347642e-6
H16_A1052,0.25,1.4538536827223467e-4,22.874,6.355922369163009e-6
H16_A1053,0.25,2.3037675427026202e-4,47.828,4.8167758273451124e-06
H16_A1057,0.25,3.837932304215562e-6,39.477,9.721945193949798e-8
H16_A1058,0.25,8.946681553772443e-5,18.497,4.836828433677051e-6
H16_A2856,0.25,2.636059213137515e-4,18.797,1.4023829404359818e-5
H16_A3250,0.25,3.905841029274106e-4,39.779,9.818851728987923e-6
H16_A2325,0.25,6.396339112025214e-4,105.996,6.034509898510523e-6
H16_A2324,0.25,5.643684813369812e-4,43.25,1.3048982227444654e-5
H16_A1374,0.25,6.954312809632935e-4,100.365,6.929021879771768e-6
H16_A1375,0.25,0.0017400647337961692,56.582,3.075297327411844e-5
H16_A1560,0.25,6.941823224610213e-7,23.584,2.943446075564032e-8
H16_A1558,0.25,5.0131093359141176e-5,28.312,1.770665914069694e-6
H16_A1561,0.25,5.6274925114367236e-5,44.532,1.2636963332966684e-6
H16_A3084,0.25,1.8022660503485947e-4,28.678,6.284490028414096e-6
H16_A2959,0.25,2.3967685911303416e-4,31.973,7.496226788635229e-6
H16_A3129,0.25,1.0830945098153403e-4,13.507,8.018764417082552e-6
H16_A0129,0.25,2.889347969515524e-6,22.781,1.2683148103751038e-7
H16_B0319,0.25,2.3256011269383317e-5,35.491,6.55265032526086e-7
H16_A2802,0.25,2.8791803588156813e-4,24.081,1.1956232543564143e-5
H16_A2552,0.25,3.876196413268624e-4,27.808,1.3939141302030437e-5
H16_B1385,0.25,0.002603080084753049,42.284,6.156182207816311e-5
PHG417,0.25,0.002517903664513545,42.299,5.952631656808778e-5
H16_A1439,0.25,0.0017728651822747968,26.37,6.72303823388243e-5
H16_A1437,0.25,8.459085122420953e-5,64.317,1.315217613138199e-6
H16_B0293,0.25,8.550445991018452e-6,29.873,2.862265587995331e-7
H16_B1953,0.25,1.8192993233443687e-5,40.913,4.4467512119482046e-7
H16_A1622,0.25,5.9284487393207e-6,27.645,2.1444922189620908e-7
H16_A2375,0.25,5.434970022137886e-5,32.108,1.6927152180571466e-6
H16_A2570,0.25,8.453598877711593e-5,38.257,2.2096868227282832e-06
H16_A0588,0.25,1.83268897904542e-6,21.263,8.619145835702488e-8
H16_A2589,0.25,9.938961712874874e-5,45.18,2.199858723522549e-6
H16_A1045,0.25,0.00250263715847142,77.729,3.219695555676028e-5
H16_A3062,0.25,7.215141463793154e-5,11.486,6.28168332212533e-6
H16_B1052,0.25,2.821306695968006e-7,32.588,8.657501828795895e-9
H16_A3173,0.25,1.2291162264110495e-4,32.38,3.795911755438695e-6
H16_A3136,0.25,3.7343623928117375e-4,45.546,8.199100673630477e-6
H16_A3249,0.25,1.3128628510535845e-4,39.463,3.3268196818629718e-6
H16_A1038,0.25,1.9699763551123667e-5,23.978,8.215765931738954e-7
H16_A2039,0.25,5.055182719194003e-4,30.305,1.6681018707124247e-5
H16_A0326,0.25,1.1428539796972455e-4,64.3,1.7773778844436165e-6
H16_A0370,0.25,5.461282967616161e-5,21.548,2.5344732539521814e-6
H16_A0325,0.25,1.0037098543270324e-5,9.476,1.0592125942666025e-6
H16_A3077,0.25,0.0010021926305776902,37.258,2.68987232427315e-5
H16_A0569,0.25,2.498022931040855e-4,33.396,7.480006381126049e-6
H16_A0501,0.25,0.0011801906144251002,55.987,2.1079725908248346e-5
H16_A1892,0.25,3.963305905399128e-4,42.8,9.260060526633475e-6
H16_A0126,0.25,5.6302543200192404e-5,26.65,2.1126657861235426e-6
H16_A2913,0.25,3.0271466600640274e-4,35.368,8.55899869957031e-6
H16_A0479,0.25,1.979097655106392e-4,37.534,5.272813063106495e-6
H16_A1401,0.25,1.39429769541843e-4,36.644,3.8049822492588963e-6
H16_A0224,0.25,3.933039412907641e-4,23.826,1.6507342453234454e-5
H16_A3157,0.25,2.845716577410278e-4,29.642,9.600285329634565e-6
H16_A1185,0.25,9.052297445627004e-4,60.794,1.4890116533912892e-5
H16_A2053,0.25,4.84700904688072e-4,25.272,1.9179364699591324e-5
H16_B2579,0.25,5.539639983560279e-4,10.681,5.1864432015356984e-5
H16_B2578,0.25,3.4306433829580216e-6,48.066,7.137359844709403e-8
H16_B2577,0.25,NaN,18.725,0
H16_B2574,0.25,3.201161879204016e-6,13.578,2.357609279130959e-7
H16_B2570,0.25,3.333646778452559e-5,77.942,4.277086523892842e-7
H16_B2569,0.25,2.4770502421046968e-6,44.973,5.507860810052024e-8
H16_B2567,0.25,2.532387786025071e-4,65.837,3.846450758730002e-6
H16_B2566,0.25,1.8630476851337141e-4,54.347,3.428059847155711e-6
H16_B2565,0.25,7.535169906520659e-5,24.014,3.137823730540793e-6
H16_B2564,0.25,4.463933943219863e-5,34.74,1.284955078647053e-6
H16_B2563,0.25,1.2114298873984207e-5,25.624,4.7277157641212173e-7
H16_B2562,0.25,2.092067264055999e-6,47.223,4.430187120801303e-8
H16_B2561,0.25,4.806249753689094e-5,32.432,1.4819467666776928e-6
H16_B2559,0.25,5.959107784797012e-6,16.554,3.5997993142424867e-7
H16_B2557,0.25,5.235303632528073e-6,60.819,8.608006761913338e-8
H16_B2555,0.25,1.3184757651279257e-4,41.575,3.171318737529587e-6
H16_B2553,0.25,4.536554048428992e-5,13.494,3.3619045860597246e-6
H16_B2552,0.25,7.609077455471797e-5,101.644,7.486007492298411e-7
H16_B2551,0.25,1.7012620111597194e-6,53.507,3.179512981777561e-8
H16_B2550,0.25,1.3948258570870955e-5,17.365,8.032397679741408e-7
H16_B2546,0.25,1.639150962884679e-5,32.497,5.044007024909004e-7
H16_B2545,0.25,4.287726591591064e-5,30.945,1.3855959255424345e-6
H16_B2544,0.25,2.8100734599910085e-5,81.924,3.4300979688382017e-7
H16_B2542,0.25,1.5956401240200007e-6,11.606,1.3748407065483376e-7
H16_B2540,0.25,5.772884860647572e-6,30.978,1.8635434374871109e-7
H16_B2538,0.25,3.433279962099316e-5,20.079,1.70988593161976e-6
H16_B2537,0.25,2.2209570375002876e-6,7.767,2.859478611433356e-7
H16_B2536,0.25,6.607661990888656e-5,15.635,4.226198906868345e-6
H16_B2535,0.25,1.459677750242504e-5,33.539,4.352180298287081e-7
H16_B2534,0.25,1.063373310040325e-4,27.462,3.872162661278585e-6
H16_B2533,0.25,2.1784346541327938e-5,33.597,6.484015400579795e-7
H16_B2532,0.25,9.124666765622339e-6,41.59,2.1939569044535558e-7
H16_B2531,0.25,8.766285126827467e-4,49.397,1.774659417945921e-5
H16_B2529,0.25,4.5204614500284305e-6,20.723,2.1813740529983257e-7
H16_B2527,0.25,3.151700420647296e-7,37.048,8.50707304212723e-9
H16_B2526,0.25,9.1463608280874e-6,38.973,2.3468454643182204e-7
H16_B2524,0.25,3.843888369069717e-6,25.407,1.5129249297712113e-7
H16_B2523,0.25,6.87633938857362e-6,33.858,2.0309349012267764e-7
H16_B2522,0.25,1.005413898375741e-5,60.253,1.6686536742996053e-7
H16_B2521,0.25,7.097712058725455e-8,31.852,2.2283410959203362e-9
H16_B2520,0.25,1.773389890912655e-7,34.707,5.1096029357554824e-9
H16_B2519,0.25,NaN,42.427,0
H16_B2518,0.25,4.192222465775567e-5,39.841,1.052238263541469e-6
H16_B2516,0.25,1.651239872894001e-6,32.251,5.119964878279747e-8
H16_B2515,0.25,1.510023019287863e-4,35.656,4.234975934731498e-6
H16_B2514,0.25,9.835683472353612e-5,24.878,3.95356679490056e-6
H16_B2513,0.25,NaN,45.141,0
H16_B2512,0.25,4.251364599776233e-6,33.021,1.287473001961247e-7
H16_B2511,0.25,2.585139028466022e-6,43.247,5.977614698050782e-8
H16_B2510,0.25,2.0438087597944045e-5,25.857,7.904276442721138e-7
H16_B2509,0.25,1.9044742724510433e-5,45.198,4.213625099453612e-7
H16_B2508,0.25,9.226990172716587e-5,37.416,2.466054675196864e-6
H16_B2507,0.25,1.7104300309542588e-5,120.703,1.4170567682280132e-7
H16_B2505,0.25,1.3261375166604267e-5,55.297,2.3982087937147164e-7
H16_B2504,0.25,NaN,23.811,0
H16_B2503,0.25,1.48266432818983e-4,19.085,7.768741567670054e-6
H16_B2502,0.25,3.63849965673731e-4,30.13,1.2076002843469334e-5
H16_B2501,0.25,7.219849404616991e-6,35.197,2.051268404868878e-7
H16_B2500,0.25,2.2833601844969686e-6,56.168,4.0652332012835936e-8
H16_B2499,0.25,1.0609498993644085e-4,89.652,1.1834090699196988e-6
H16_B2498,0.25,4.822469543921899e-5,24.047,2.0054349997595953e-6
H16_B2497,0.25,2.360447643798639e-6,35.356,6.676229335328201e-8
H16_B2496,0.25,2.8601080206562572e-5,23.656,1.2090412667637207e-6
H16_B2493,0.25,5.471591499489877e-6,41.505,1.3182969520515304e-7
H16_B2492,0.25,2.9919896193330835e-6,33.788,8.855184146244476e-8
H16_B2491,0.25,1.421370840770524e-6,13.666,1.0400781799872121e-7
H16_B2486,0.25,1.225925450021093e-5,12.718,9.63929430744687e-7
H16_B2484,0.25,9.18322333383766e-6,29.188,3.1462324701376113e-7
H16_B2483,0.25,2.4840633171502394e-5,38.52,6.448762505582138e-7
H16_B2482,0.25,4.76273118427651e-5,25.781,1.847380312740588e-6
H16_B2481,0.25,2.0841836118136516e-6,57.062,3.65248959344862e-8
H16_B2480,0.25,1.1435444903018324e-5,42.917,2.6645489906140517e-7
H16_B2479,0.25,2.988747008783557e-5,27.238,1.0972710950817083e-6
H16_B2478,0.25,4.535386904244227e-7,29.211,1.552629798447238e-8
H16_B2477,0.25,1.270348654863984e-5,33.847,3.753209013690974e-7
H16_B2476,0.25,7.004495458241018e-6,78.562,8.915882307274532e-8
H16_B2475,0.25,8.497067730695818e-6,9.49,8.953706776286426e-7
H16_B2473,0.25,3.3593190127219536e-4,59.721,5.625021370576436e-6
H16_B2472,0.25,NaN,51.723,0
H16_B2471,0.25,NaN,59.926,0
H16_B2470,0.25,6.871042602483982e-5,38.645,1.7779900640403627e-6
H16_B2469,0.25,1.749310579139499e-5,34.657,5.047495683814233e-7
H16_B2468,0.25,1.1246365066385126e-4,19.104,5.8869163873456485e-6
H16_B2467,0.25,6.817233760205598e-5,24.191,2.818086792693811e-6
H16_B2464,0.25,1.2432677574997952e-7,32.261,3.853779354328121e-9
H16_B2463,0.25,5.421679872904714e-5,74.461,7.28123430104983e-7
H16_B2461,0.25,2.0662615297529727e-5,15.318,1.3489107780082076e-6
H16_B2460,0.25,8.775274663942485e-7,37.994,2.309647487482888e-8
H16_B2459,0.25,2.5735121867269927e-6,35.358,7.278443878972206e-8
H16_B2457,0.25,1.1212086547696807e-5,28.833,3.8886298850958306e-7
H16_B2456,0.25,7.648125132296408e-5,25.803,2.964044929774216e-6
H16_B2455,0.25,1.3358020320465029e-5,19.731,6.770067569036049e-7
H16_B2454,0.25,3.7793823713241306e-6,46.231,8.17499593632872e-8
H16_B2453,0.25,2.6806468004418727e-6,48.373,5.541617845578882e-8
H16_B2452,0.25,4.041416855258482e-5,58.286,6.933769439073675e-7
H16_B2451,0.25,6.269187972067424e-5,41.721,1.5026456633511718e-6
H16_B2450,0.25,1.8126414703116518e-5,29.144,6.219604276391887e-7
H16_B2449,0.25,1.5602488405327985e-7,29.129,5.356341929118056e-9
H16_B2447,0.25,3.2737467480570756e-5,23.03,1.4215140026300805e-6
