locus_tag,growthrate,mass_g_per_gDCW,MolWeight,conc_mmol_gDCW
PHG424,0.25,2.87961725610996e-4,27.063,1.0640421446661345e-5
H16_B1393,0.25,1.1544136850292953e-4,35.06,3.29268021970706e-6
PHG425,0.25,1.272333669307987e-4,34.946,3.6408563764321726e-6
H16_A0253,0.25,2.9479954993264187e-5,44.932,6.561015533086483e-7
PHG214,0.25,5.331492345944094e-5,23.653,2.2540448763134036e-6
H16_B1396,0.25,2.166718367351258e-5,34.826,6.221553917622633e-7
H16_A0705,0.25,0.002426004877948451,10.464,2.318429738100584e-4
H16_A0706,0.25,0.0178590997870109,57.329,3.115194715939734e-4
H16_A1483,0.25,1.7955891503663646e-4,23.495,7.642430944313108e-6
H16_A3053,0.25,9.394252710355836e-6,12.204,7.697683309042802e-7
H16_A1484,0.25,5.341395587076935e-4,46.612,1.1459271404524446e-5
H16_A0367,0.25,4.884869800216106e-4,18.359,2.6607493873392375e-5
H16_A2968,0.25,7.906357968034368e-5,35.702,2.2145420335091503e-6
H16_A3283,0.25,4.044612040527274e-5,22.697,1.7820029257290717e-6
H16_A3442,0.25,1.956321568158015e-5,11.986,1.63217217433507e-6
PHG003,0.25,1.2332120199911732e-4,27.581,4.471237518549629e-6
H16_B0046,0.25,3.512905926450637e-4,16.578,2.119016724846566e-5
H16_A3141,0.25,4.6576368865971146e-4,27.404,1.6996193572460644e-5
H16_A2066,0.25,5.518056996341403e-4,29.538,1.8681214016999807e-5
H16_A2069,0.25,1.8591764990851355e-4,41.357,4.495433660771177e-6
H16_A0227,0.25,3.6999410263923965e-5,31.081,1.1904189139321117e-6
H16_A2931,0.25,1.1108472556025938e-4,21.272,5.222110077108847e-6
H16_A0299,0.25,7.227079361496369e-5,45.939,1.5731903962855894e-6
H16_A3633,0.25,2.563559699311965e-4,39.663,6.463352997282012e-6
H16_A3271,0.25,6.19227132306717e-4,34.924,1.773070473905386e-5
H16_A1557,0.25,1.6982599988775264e-4,34.27,4.955529614466083e-6
H16_B1960,0.25,7.742499735808708e-5,54.882,1.4107539331308458e-6
H16_A2323,0.25,9.204788134093619e-4,50.267,1.8311791302631186e-5
H16_A0001,0.25,1.3217797779994017e-4,64.647,2.0446111621566375e-6
H16_A3088,0.25,2.433856851520691e-4,41.349,5.886132316430122e-6
H16_A3089,0.25,0.002261311225095536,69.907,3.234742193336198e-5
H16_A2060,0.25,3.637655501002354e-5,76.256,4.770320369547779e-7
H16_A2110,0.25,6.100345211340484e-6,17.437,3.4985061715550174e-7
H16_A0491,0.25,4.899398018692834e-6,16.242,3.016499211114908e-7
H16_A1443,0.25,3.869721560331422e-8,34.78,1.1126283957249631e-9
H16_A2049,0.25,6.865357577481009e-4,41.485,1.654901187774137e-5
H16_A2732,0.25,4.554973130665396e-4,68.683,6.631878529862406e-6
H16_A2549,0.25,0.0012013803011414617,20.984,5.725220649740096e-5
H16_A2054,0.25,0.0015679657283714685,30.94,5.067762535137261e-5
H16_A3491,0.25,0.027656411596851928,43.046,6.424850531257707e-4
H16_A3452,0.25,2.4900767859191756e-4,25.752,9.6694500851164e-6
H16_A1188,0.25,0.0028363338456566353,45.846,6.186654987690606e-5
H16_A0485,0.25,5.0876080586409553e-5,13.138,3.872437249688655e-6
H16_A0999,0.25,1.771516475120084e-4,37.505,4.723414145100877e-6
H16_B1390,0.25,6.012769676364992e-4,39.607,1.5181078285063225e-5
PHG422,0.25,5.282113895662841e-4,39.777,1.3279316931047693e-5
H16_A2569,0.25,2.64859608855199e-4,34.609,7.652911348354445e-6
H16_A2044,0.25,7.777536201219597e-5,17.027,4.567766606695012e-6
H16_A0643,0.25,8.691764012365326e-5,30.661,2.8347946943561286e-6
H16_B1455,0.25,9.259225677769006e-5,30.207,3.0652582771440416e-6
H16_A1199,0.25,1.840658763863443e-4,38.628,4.765089478780789e-6
H16_A2592,0.25,6.824045861261842e-4,40.324,1.6923038044990187e-5
H16_A2344,0.25,9.243919528821987e-5,10.297,8.977293899992217e-6
H16_B0919,0.25,7.087377300431866e-6,22.489,3.1514861934420675e-7
H16_B0235,0.25,1.3525067775751049e-5,11.827,1.1435755285153504e-6
H16_A1370,0.25,3.1235260604216665e-4,29.863,1.0459518669998548e-5
H16_A0377,0.25,6.05524194276581e-6,31.923,1.896827347920249e-7
H16_B1386,0.25,0.0012760190609190898,35.94,3.550414749357512e-5
PHG418,0.25,0.0012583526633375682,35.898,3.505355906561837e-5
H16_A0111,0.25,1.8534686341860224e-4,53.541,3.461774405009287e-6
H16_A0108,0.25,4.99388139333321e-4,52.613,9.491725226337996e-6
H16_A0112,0.25,1.8198856385585456e-5,11.031,1.6497920755675328e-6
H16_A2731,0.25,1.9626283065897983e-4,29.944,6.554329102958183e-6
H16_A3627,0.25,1.231080120295877e-4,41.722,2.95067379391179e-6
H16_A3619,0.25,2.436405914143511e-4,40.103,6.0753707057913645e-6
H16_A2445,0.25,2.4176387183349e-4,47.65,5.073743375309339e-6
H16_A0262,0.25,3.316289290944123e-4,48.358,6.857788351346463e-6
H16_A2834,0.25,0.001748820022442991,45.112,3.876618244464867e-5
H16_A0336,0.25,3.3819711557956945e-4,34.688,9.74968621942947e-6
H16_B1387,0.25,6.829416483612748e-4,23.77,2.873124309471076e-5
PHG419,0.25,4.286571966955315e-4,23.603,1.8161131919481907e-5
H16_A0332,0.25,3.1291088923813756e-4,27.865,1.1229531284340125e-5
H16_A0734,0.25,2.6615161239783796e-4,45.452,5.855663389902269e-6
H16_A2028,0.25,5.492215878390223e-4,59.685,9.202003649811884e-6
H16_A2251,0.25,2.1245292916636053e-5,74.286,2.85993227749994e-7
H16_A3339,0.25,1.65735136307409e-5,47.474,3.491071666752518e-7
H16_A1134,0.25,1.1512560849692339e-5,41.324,2.7859260598423046e-7
H16_A3615,0.25,1.2439010671771872e-4,54.499,2.2824291586583005e-6
H16_A2359,0.25,1.5948049681935524e-5,8.798,1.8126903480263156e-6
H16_B1671,0.25,4.3036283153501025e-5,48.708,8.835567700070015e-7
H16_A3417,0.25,2.517381770343369e-4,23.949,1.0511427493187059e-5
H16_A3408,0.25,9.23432453512948e-5,13.235,6.977200253214568e-6
H16_A3409,0.25,3.786737122759115e-5,15.507,2.441953390571429e-6
H16_A3411,0.25,3.3577958189436833e-4,26.331,1.2752253309573064e-5
H16_A3410,0.25,1.4931970531692346e-4,27.08,5.514021614362018e-6
H16_A3414,0.25,8.877714517489315e-5,21.501,4.128977497553284e-6
H16_A2355,0.25,4.51263912976151e-4,41.648,1.0835188075685531e-5
H16_A0804,0.25,2.590458016683136e-4,37.428,6.921176703759581e-6
PHG200,0.25,0.0013773743240822825,44.782,3.075732044308612e-5
H16_A1807,0.25,8.842736083731212e-6,37.818,2.338234725192028e-7
H16_B0552,0.25,2.9164627787458386e-6,37.957,7.683596645535313e-8
H16_B0595,0.25,1.592896132136167e-5,36.732,4.3365352611787194e-7
PHG019,0.25,7.329748970374381e-5,53.587,1.3678222274757648e-6
PHG088,0.25,0.0028732684581651235,66.784,4.302330585417351e-5
PHG091,0.25,0.0016005762957834995,54.863,2.917405712016294e-5
PHG006,0.25,9.709922511371078e-5,11.641,8.341141234748799e-6
PHG005,0.25,3.2525551818527366e-5,22.254,1.4615598013178469e-6
PHG007,0.25,1.9453146052665428e-4,17.719,1.0978692958217411e-5
PHG008,0.25,2.1094862994938798e-4,30.994,6.806111826462799e-6
PHG089,0.25,0.0010218205943321216,26.173,3.904101915455323e-5
PHG011,0.25,1.3341933427912897e-4,41.539,3.21190530053995e-6
PHG090,0.25,6.016929128807926e-4,22.881,2.6296617843660358e-5
H16_A0386,0.25,4.4865061778212584e-4,13.645,3.288022116395206e-5
H16_A0383,0.25,4.6016397918219724e-5,35.691,1.2892997651570346e-6
H16_A1163,0.25,1.5217036175140927e-4,66.712,2.281004343317683e-6
H16_A0200,0.25,5.202122110288785e-4,49.449,1.0520176566338623e-5
H16_A0199,0.25,2.73610630206728e-6,19.037,1.4372570794070915e-7
H16_A2654,0.25,7.095832376617867e-4,71.101,9.979933301385166e-6
H16_A3015,0.25,9.17471348346767e-6,44.135,2.0787840678526497e-7
PHG012,0.25,3.80017193263276e-5,12.858,2.9554922481200497e-6
PHG013,0.25,7.448558632895756e-4,38.483,1.935545210325535e-5
PHG015,0.25,3.262388519126357e-5,9.79,3.3323682524273303e-6
PHG016,0.25,3.983511805352056e-4,41.907,9.50560003186116e-6
PHG017,0.25,3.4835459979823034e-4,36.596,9.518925560122154e-6
PHG014,0.25,1.6706719037386366e-4,40.677,4.10716597521606e-6
PHG096,0.25,5.083461427355057e-6,86.438,5.8810493386647734e-8
H16_A2433,0.25,5.994518788881167e-4,8.394,7.141432915035938e-5
H16_A3463,0.25,2.39763465210854e-5,8.225,2.915057327791538e-6
H16_B1924,0.25,2.94912664278757e-5,8.472,3.4810276709012863e-6
H16_A2306,0.25,0.0012200924792266264,103.71,1.1764463207276312e-5
H16_A1037,0.25,0.0016460031952070231,36.479,4.5121938518244007e-5
H16_A0374,0.25,5.7991777372999727e-5,31.508,1.84054136641487e-6
H16_A1457,0.25,2.1769177563092703e-5,17.836,1.2205190380742713e-6
H16_A0603,0.25,4.372695195047936e-4,24.202,1.8067495227865204e-5
H16_A2777,0.25,2.7483989905397913e-4,81.975,3.3527282592739146e-6
H16_A0797,0.25,7.557120746438218e-5,23.969,3.1528727716793432e-6
H16_A1186,0.25,3.8321251449634095e-4,30.987,1.2366880127032013e-5
H16_A0604,0.25,8.328455684767523e-5,28.385,2.9341045216725465e-6
H16_A2744,0.25,1.3363066016177402e-4,37.543,3.5594028224109427e-6
PHG421,0.25,5.025542226558528e-4,33.161,1.5154977915498712e-5
H16_B1389,0.25,4.97571102642935e-4,33.316,1.493489922688603e-5
H16_A1569,0.25,6.046734528489214e-5,22.879,2.64291906485826e-6
H16_B2355,0.25,2.0762841188274e-6,37.947,5.4715369300007905e-8
H16_A1419,0.25,3.54027708794623e-5,69.085,5.124523540488138e-7
PHG116,0.25,6.3216680552335175e-6,68.83,9.184466156085307e-8
H16_A2814,0.25,7.096494438805369e-7,23.229,3.0550150410286144e-8
H16_A0666,0.25,1.0255398802949656e-4,36.756,2.790129176991418e-6
H16_A2558,0.25,1.3353062794118216e-4,65.911,2.025923259261461e-6
H16_A1041,0.25,3.7945871688302446e-4,55.788,6.801798180308032e-6
H16_A2281,0.25,5.258009308098767e-5,23.635,2.2246707459694382e-6
H16_A1403,0.25,NaN,27.503,NaN
H16_A2985,0.25,1.9409663085424135e-6,30.34,6.397384009698133e-8
H16_A0123,0.25,1.0325394666537265e-4,37.024,2.7888382310223813e-6
H16_A0122,0.25,1.0549735863491886e-5,28.367,3.7190171197137114e-7
H16_A0755,0.25,1.853746408432458e-4,22.977,8.067834828012611e-6
H16_A0375,0.25,5.107857886668233e-6,21.427,2.3838418288459576e-7
H16_A0511,0.25,7.218808438155148e-5,90.866,7.944454953618677e-7
H16_A2043,0.25,4.7328996933182634e-4,28.288,1.6731121653415805e-5
H16_A3266,0.25,5.447313415965576e-5,33.363,1.6327408854016654e-6
H16_A2045,0.25,8.021652612305415e-5,37.925,2.1151358239434184e-6
H16_A0606,0.25,2.693754195440462e-5,40.172,6.705551616649562e-7
H16_A1562,0.25,2.9102027962840502e-5,30.439,9.560770052511744e-7
PHG002,0.25,6.917365332148937e-4,68.795,1.0055040820043517e-5
PHG001,0.25,2.62423007315808e-4,39.472,6.648333180882855e-6
H16_A2634,0.25,0.0031332806390521285,35.102,8.926216851040194e-5
H16_B1581,0.25,0.015587801485890047,88.039,1.77055639953771e-4
H16_A0230,0.25,0.0011007510203893895,42.088,2.6153559693722428e-5
H16_A0811,0.25,1.1128689834057591e-4,37.097,2.999889434201577e-6
H16_A0211,0.25,2.3358409362783277e-5,43.007,5.431304058126183e-7
H16_A3070,0.25,1.3824084514770328e-5,35.207,3.9265158959213586e-7
H16_A0528,0.25,4.7496688488843955e-4,50.301,9.442493884583597e-6
H16_A0086,0.25,1.3697679046307894e-4,28.822,4.752508169560716e-6
H16_A0084,0.25,1.7558549526578603e-4,9.452,1.8576544145766616e-5
H16_A2509,0.25,6.21248101826225e-5,13.197,4.7074948990393655e-6
H16_A3126,0.25,1.1081270367983918e-4,39.395,2.812862131738525e-6
H16_A1481,0.25,1.1441539840378726e-5,69.737,1.6406699227639167e-7
H16_A0103,0.25,1.908714941023724e-4,51.016,3.741404541758907e-6
H16_A3648,0.25,1.2518008026212026e-4,71.5,1.7507703533163674e-6
H16_A0554,0.25,4.249196865182109e-5,16.635,2.5543714248164167e-6
H16_A2582,0.25,6.259995687699043e-5,21.196,2.953385397102776e-6
H16_A3399,0.25,4.882045844564529e-5,15.246,3.2021814538662788e-6
H16_A3418,0.25,3.8826186923895397e-4,44.346,8.755285014182879e-6
H16_A3272,0.25,2.871498955563013e-4,50.425,5.6945938632880775e-6
H16_A3273,0.25,9.337372341693903e-4,37.814,2.469289771432248e-5
H16_A1210,0.25,1.73140388441954e-4,97.586,1.7742338905371055e-6
PHG211,0.25,2.8517406872005245e-4,93.346,3.0550218404650706e-6
PHG212,0.25,8.031610614252066e-6,18.924,4.2441400413507004e-7
H16_A2368,0.25,0.0011506954799226016,15.336,7.503230828916287e-5
H16_B2325,0.25,3.2612291475668092e-6,56.494,5.7727000169342034e-8
PHG252,0.25,1.8189242082893112e-4,70.085,2.595311704771793e-6
H16_A2835,0.25,4.542842617331826e-5,17.972,2.527733483937139e-6
H16_A1051,0.25,2.3594393086184484e-4,17.635,1.3379298602883178e-5
H16_A1052,0.25,2.2568706655389135e-4,22.874,9.866532593944712e-6
H16_A1053,0.25,1.7661486412838589e-4,47.828,3.692708541615495e-6
H16_A1057,0.25,2.346971217492646e-6,39.477,5.9451610241220104e-8
H16_A1058,0.25,1.1965367694993865e-4,18.497,6.468815318697014e-6
H16_A2856,0.25,1.4365990118781242e-4,18.797,7.642703686110145e-6
H16_A3250,0.25,3.092350647461872e-4,39.779,7.773827012900958e-6
H16_A2325,0.25,9.171622885142067e-4,105.996,8.652800940735562e-6
H16_A2324,0.25,7.954101921190353e-4,43.25,1.8390987101018157e-5
H16_A1374,0.25,8.445613947670463e-4,100.365,8.41489956426091e-6
H16_A1375,0.25,7.684787070433789e-4,56.582,1.3581681577946676e-5
H16_A1560,0.25,6.019893565824448e-6,23.584,2.55253288917251e-7
H16_A1558,0.25,4.566478190798335e-5,28.312,1.6129126133082562e-6
H16_A1561,0.25,5.4114340462427616e-5,44.532,1.215178758250867e-6
H16_A3084,0.25,9.502680493505762e-5,28.678,3.313578524829403e-6
H16_A2959,0.25,2.2220445249172818e-4,31.973,6.949752994455578e-6
H16_A3129,0.25,1.6686630508333763e-4,13.507,1.2354061233681619e-5
H16_A0129,0.25,7.797859190368432e-6,22.781,3.422966151779304e-7
H16_B0319,0.25,1.1381158195572284e-4,35.491,3.206773039805101e-6
H16_A2802,0.25,2.8006031584193176e-4,24.081,1.1629928816989815e-5
H16_A2552,0.25,2.4336700017328413e-4,27.808,8.751690167336167e-6
H16_B1385,0.25,8.965844446896092e-4,42.284,2.1203870132665055e-5
PHG417,0.25,8.127216115295802e-4,42.299,1.921373109363295e-5
H16_A1439,0.25,0.0014901006732312694,26.37,5.650742029697646e-5
H16_A1437,0.25,1.1353475032412408e-4,64.317,1.765237034129765e-6
H16_B0293,0.25,6.230866649094759e-6,29.873,2.0857853744500916e-7
H16_B1953,0.25,2.921327563402394e-5,40.913,7.140340633545313e-7
H16_A1622,0.25,1.2705615300091503e-5,27.645,4.595990341867066e-7
H16_A2375,0.25,2.4104321037649052e-5,32.108,7.507263310592081e-7
H16_A2570,0.25,1.0711341330828637e-4,38.257,2.799838286020503e-6
H16_A0588,0.25,5.91884962623834e-6,21.263,2.783638069058148e-7
H16_A2589,0.25,6.262286462938684e-5,45.18,1.3860749143290581e-6
H16_A1045,0.25,0.002564026858840435,77.729,3.298674701643447e-5
H16_A3062,0.25,9.83921486151678e-5,11.486,8.566267509591485e-6
H16_B1052,0.25,5.850290448406594e-6,32.588,1.7952284424961931e-7
H16_A3173,0.25,1.6062636516538903e-4,32.38,4.9606660026370915e-6
H16_A3136,0.25,3.816801640544271e-4,45.546,8.380102842278731e-6
H16_A3249,0.25,1.8725902078895357e-4,39.463,4.7451795552531125e-6
H16_A1038,0.25,1.8837207290992595e-5,23.978,7.85603773917449e-7
H16_A2039,0.25,3.055776577873461e-4,30.305,1.0083407285508862e-5
H16_A0326,0.25,8.097872304892517e-5,64.3,1.2593891609475144e-6
H16_A0370,0.25,3.1763421361625517e-5,21.548,1.474077471766545e-6
H16_A0325,0.25,1.5691862397623694e-5,9.476,1.6559584632359324e-6
H16_A3077,0.25,8.862240362141514e-4,37.258,2.3786140861402958e-5
H16_A0569,0.25,2.4610235069488724e-4,33.396,7.369216394025849e-6
H16_A0501,0.25,9.052820594453643e-4,55.987,1.6169504696543205e-5
H16_A1892,0.25,3.826873135003045e-4,42.8,8.941292371502442e-6
H16_A0126,0.25,4.41721579890163e-5,26.65,1.6574918569987356e-6
H16_A2913,0.25,3.2800391476944866e-4,35.368,9.274030614381608e-6
H16_A0479,0.25,2.73177222489416e-4,37.534,7.27812709781574e-6
H16_A1401,0.25,7.44757554213369e-5,36.644,2.0324133670269866e-6
H16_A0224,0.25,3.254440847958855e-4,23.826,1.3659199395445544e-5
H16_A3157,0.25,2.1614761987581843e-4,29.642,7.291937786782891e-6
H16_A1185,0.25,8.566775300423294e-4,60.794,1.4091481561376605e-5
H16_A2053,0.25,4.510283884854436e-4,25.272,1.7846960608002673e-5
H16_B2579,0.25,2.5332842857172497e-4,10.681,2.3717669560127797e-5
H16_B2578,0.25,3.969221307910905e-6,48.066,8.25785650545272e-8
H16_B2577,0.25,7.633579266274252e-6,18.725,4.0766778458073437e-7
H16_B2574,0.25,2.9016208236233105e-6,13.578,2.137001637666306e-7
H16_B2570,0.25,9.983350213317714e-6,77.942,1.2808691351668825e-7
H16_B2569,0.25,2.0266926108922922e-7,44.973,4.506465236680435e-9
H16_B2567,0.25,1.4822814986870133e-4,65.837,2.251441436710381e-6
H16_B2566,0.25,2.489412745737719e-4,54.347,4.580589077111375e-6
H16_B2565,0.25,6.787896175252357e-5,24.014,2.826641198989072e-6
H16_B2564,0.25,5.0454993246091726e-5,34.74,1.4523601970665437e-6
H16_B2563,0.25,3.035936188513795e-5,25.624,1.1848018219301417e-6
H16_B2562,0.25,6.16973833431565e-6,47.223,1.306511304727707e-7
H16_B2561,0.25,3.424858244284936e-5,32.432,1.0560120388150392e-6
H16_B2559,0.25,1.4198293766040274e-5,16.554,8.576956485465914e-7
H16_B2557,0.25,2.8920082227251402e-6,60.819,4.7551065008059e-8
H16_B2555,0.25,1.381131048847578e-4,41.575,3.3220229677632657e-6
H16_B2553,0.25,5.3610605973543266e-5,13.494,3.972921741036258e-6
H16_B2552,0.25,1.1791973502005721e-4,101.644,1.1601248968956082e-6
H16_B2551,0.25,4.376457222170184e-6,53.507,8.179223694414159e-8
H16_B2550,0.25,2.4489949983096256e-5,17.365,1.4103052106591565e-6
H16_B2546,0.25,1.546042285877005e-5,32.497,4.757492340452981e-7
H16_B2545,0.25,3.869712715715822e-5,30.945,1.2505130766572378e-6
H16_B2544,0.25,4.261233070362292e-5,81.924,5.201446548462346e-7
H16_B2542,0.25,8.537315884501784e-7,11.606,7.355950270982065e-8
H16_B2540,0.25,5.2726067988380845e-6,30.978,1.7020488084569966e-7
H16_B2538,0.25,8.348889037861382e-6,20.079,4.158020338593248e-7
H16_B2537,0.25,6.0797591587537595e-6,7.767,7.8276801322953e-7
H16_B2536,0.25,3.748367420980407e-5,15.635,2.3974208001153864e-6
H16_B2535,0.25,1.667670107672999e-5,33.539,4.972331040499117e-7
H16_B2534,0.25,2.0420430352439446e-4,27.462,7.43588607983375e-6
H16_B2533,0.25,1.3894809958734358e-5,33.597,4.1357293683169204e-7
H16_B2532,0.25,1.8892765591009179e-6,41.59,4.5426221666288e-8
H16_B2531,0.25,7.575560008112061e-4,49.397,1.53360730572951e-5
H16_B2529,0.25,8.162321395229075e-5,20.723,3.938774016903478e-6
H16_B2527,0.25,8.061414130928741e-6,37.048,2.1759377377803773e-7
H16_B2526,0.25,4.8137087551153505e-6,38.973,1.235139392686052e-7
H16_B2524,0.25,3.4748488177686126e-6,25.407,1.3676737976811951e-7
H16_B2523,0.25,1.3543754296050427e-5,33.858,4.00016371198843e-7
H16_B2522,0.25,2.074312629402521e-5,60.253,3.442671119118585e-7
H16_B2521,0.25,5.126666738155555e-8,31.852,1.6095274199910696e-9
H16_B2520,0.25,8.178511674805471e-7,34.707,2.356444427581027e-8
H16_B2519,0.25,2.2562481457411726e-6,42.427,5.317953533695931e-8
H16_B2518,0.25,6.363083801706346e-5,39.841,1.5971195004408387e-6
H16_B2516,0.25,1.2944063345910983e-6,32.251,4.013538602186284e-8
H16_B2515,0.25,6.066791165164713e-5,35.656,1.7014783388951966e-6
H16_B2514,0.25,9.815010907652189e-5,24.878,3.945257218286111e-6
H16_B2513,0.25,1.1449237512702083e-6,45.141,2.5363278422503008e-8
H16_B2512,0.25,2.1771694757097543e-6,33.021,6.59328753129752e-8
H16_B2511,0.25,2.4673620772285683e-5,43.247,5.70527915746426e-7
H16_B2510,0.25,1.731799951793329e-5,25.857,6.697605877686232e-7
H16_B2509,0.25,3.887616070335761e-5,45.198,8.601301098136556e-7
H16_B2508,0.25,6.875605104115034e-5,37.416,1.8376109429428678e-6
H16_B2507,0.25,2.035580236157948e-5,120.703,1.6864371524800115e-7
H16_B2505,0.25,2.8613891973228845e-5,55.297,5.174583064764607e-7
H16_B2504,0.25,1.875052850245683e-7,23.811,7.874733737540142e-9
H16_B2503,0.25,5.999683122311342e-5,19.085,3.1436641982244388e-6
H16_B2502,0.25,3.6992154533876996e-4,30.13,1.2277515610314305e-5
H16_B2501,0.25,2.1738930929383113e-6,35.197,6.176359044629687e-8
H16_B2500,0.25,4.380550202155505e-6,56.168,7.799014033178153e-8
H16_B2499,0.25,9.648001349070764e-5,89.652,1.0761613069502928e-6
H16_B2498,0.25,6.664143030794855e-5,24.047,2.7712991353577803e-6
H16_B2497,0.25,2.865895676051307e-6,35.356,8.105825534707848e-8
H16_B2496,0.25,2.0074116289027163e-5,23.656,8.485845573650305e-7
H16_B2493,0.25,7.178813287233532e-6,41.505,1.7296261383528567e-7
H16_B2492,0.25,1.1462742112164892e-5,33.788,3.392548275176066e-7
H16_B2491,0.25,1.9432506065931453e-6,13.666,1.4219600516560408e-7
H16_B2486,0.25,7.210428418022018e-6,12.718,5.669467225996239e-7
H16_B2484,0.25,1.687708974505996e-5,29.188,5.782201502350267e-7
H16_B2483,0.25,1.6551661349005579e-4,38.52,4.296900661735612e-6
H16_B2482,0.25,7.079720065755145e-6,25.781,2.746099866473428e-7
H16_B2481,0.25,6.768973543032149e-7,57.062,1.1862489122414476e-8
H16_B2480,0.25,2.414885510557028e-5,42.917,5.626873990626157e-7
H16_B2479,0.25,2.475302415030267e-5,27.238,9.087680501616371e-7
H16_B2478,0.25,3.7410495155768256e-6,29.211,1.2806988858912142e-7
H16_B2477,0.25,9.833734824053599e-6,33.847,2.90534901883582e-7
H16_B2476,0.25,2.0046616831955744e-7,78.562,2.5516938000503735e-9
H16_B2475,0.25,6.942581275362038e-5,9.49,7.315681006703939e-6
H16_B2473,0.25,3.818870913459661e-4,59.721,6.39451937084051e-6
H16_B2472,0.25,3.0920798764991665e-6,51.723,5.978152613922561e-8
H16_B2471,0.25,5.7613862222136495e-6,59.926,9.614167844030387e-8
H16_B2470,0.25,7.964173624955669e-5,38.645,2.0608548647834566e-6
H16_B2469,0.25,8.612811507508561e-5,34.657,2.4851578346390517e-6
H16_B2468,0.25,1.1591653804423783e-4,19.104,6.067657979702567e-6
H16_B2467,0.25,3.517130785490621e-5,24.191,1.4539005355258655e-6
H16_B2464,0.25,7.819268109937049e-8,32.261,2.4237525525981987e-9
H16_B2463,0.25,6.625086505157704e-5,74.461,8.897391258722961e-7
H16_B2461,0.25,7.835817355888569e-6,15.318,5.115431097981831e-7
H16_B2460,0.25,5.4591907673806086e-06,37.994,1.436856021314052e-7
H16_B2459,0.25,9.219821145594064e-6,35.358,2.6075629689445284e-7
H16_B2457,0.25,1.3232807154893319e-5,28.833,4.58946594349992e-7
H16_B2456,0.25,9.853373031968411e-5,25.803,3.818692800049766e-6
H16_B2455,0.25,2.0780532880239898e-5,19.731,1.0531920774537478e-6
H16_B2454,0.25,6.055246949152e-6,46.231,1.3097806556535658e-7
H16_B2453,0.25,1.8834732184573343e-5,48.373,3.893645666916119e-7
H16_B2452,0.25,4.299315390017206e-5,58.286,7.376240246400861e-7
